date,open,high,low,close,volume,daily_return
2024-10-17 02:00:00,0.014760634799639601,0.014760634799639601,0.014760634799639601,0.014760634799639601,3903747.5891687907,
2024-10-18 02:00:00,0.014526726742532525,0.014526726742532525,0.014526726742532525,0.014526726742532525,5620176.697087222,-0.01584674780469375
2024-10-19 02:00:00,0.014827475203604943,0.014827475203604943,0.014827475203604943,0.014827475203604943,2476972.23118557,0.0207031127109909
2024-10-20 02:00:00,0.014686860980865149,0.014686860980865149,0.014686860980865149,0.014686860980865149,2344868.2996426355,-0.009483355784375758
2024-10-21 02:00:00,0.015192373235647063,0.015192373235647063,0.015192373235647063,0.015192373235647063,4652556.4997568615,0.03441935315112765
2024-10-22 02:00:00,0.014910689412076055,0.014910689412076055,0.014910689412076055,0.014910689412076055,11295083.172139538,-0.018541133712412394
2024-10-23 02:00:00,0.014682151634323693,0.014682151634323693,0.014682151634323693,0.014682151634323693,10197814.441980537,-0.015327110064224825
2024-10-24 02:00:00,0.01416639417853631,0.01416639417853631,0.01416639417853631,0.01416639417853631,4716576.081545109,-0.03512819296741598
2024-10-25 02:00:00,0.014344993748468062,0.014344993748468062,0.014344993748468062,0.014344993748468062,5815397.2004085,0.012607270959772654
2024-10-26 02:00:00,0.013676482534826713,0.013676482534826713,0.013676482534826713,0.013676482534826713,4894930.361230287,-0.04660240536617466
2024-10-27 02:00:00,0.01361725193192047,0.01361725193192047,0.01361725193192047,0.01361725193192047,2981412.898209903,-0.0043308359993451395
2024-10-28 01:00:00,0.014079251608008709,0.014079251608008709,0.014079251608008709,0.014079251608008709,5827594.269227769,0.03392752652282627
2024-10-29 01:00:00,0.0139526872297439,0.0139526872297439,0.0139526872297439,0.0139526872297439,3999424.0363968625,-0.008989425133422269
2024-10-30 01:00:00,0.01402137366838321,0.01402137366838321,0.01402137366838321,0.01402137366838321,6153375.168169176,0.0049228107466559035
2024-10-31 01:00:00,0.013814286038919658,0.013814286038919658,0.013814286038919658,0.013814286038919658,3713357.011334872,-0.014769425190522822
2024-11-01 01:00:00,0.013277951329552501,0.013277951329552501,0.013277951329552501,0.013277951329552501,5504938.8946613865,-0.03882464195805091
2024-11-02 01:00:00,0.013087913378008027,0.013087913378008027,0.013087913378008027,0.013087913378008027,4260191.096044849,-0.014312294632494282
2024-11-03 01:00:00,0.013227631025541604,0.013227631025541604,0.013227631025541604,0.013227631025541604,7752740.016043734,0.01067531878445549
2024-11-04 01:00:00,0.012589185191555918,0.012589185191555918,0.012589185191555918,0.012589185191555918,5023159.993953477,-0.04826607521429138
2024-11-05 01:00:00,0.01225751640741396,0.01225751640741396,0.01225751640741396,0.01225751640741396,4281599.832325072,-0.02634553222431124
2024-11-06 01:00:00,0.012424290531123466,0.012424290531123466,0.012424290531123466,0.012424290531123466,3417425.4464063635,0.013605865834993569
2024-11-07 01:00:00,0.013099390226676852,0.013099390226676852,0.013099390226676852,0.013099390226676852,7644785.5524198655,0.05433708217481126
2024-11-08 01:00:00,0.013157006510742674,0.013157006510742674,0.013157006510742674,0.013157006510742674,6042284.137615317,0.0043983943579668505
2024-11-09 01:00:00,0.01351493385427527,0.01351493385427527,0.01351493385427527,0.01351493385427527,14289653.604948545,0.027204314540723917
2024-11-10 01:00:00,0.01395472274513183,0.01395472274513183,0.01395472274513183,0.01395472274513183,6615803.093243245,0.032540957698985684
2024-11-11 01:00:00,0.014302803906601075,0.014302803906601075,0.014302803906601075,0.014302803906601075,10514156.634109577,0.024943609975387915
2024-11-12 01:00:00,0.014636358227783834,0.014636358227783834,0.014636358227783834,0.014636358227783834,9593253.388108782,0.02332090430386291
2024-11-13 01:00:00,0.015231497062987221,0.015231497062987221,0.015231497062987221,0.015231497062987221,18177557.14247473,0.04066167457377823
2024-11-14 01:00:00,0.014567843396977342,0.014567843396977342,0.014567843396977342,0.014567843396977342,13038421.243204907,-0.04357113836318616
2024-11-15 01:00:00,0.014226007558658672,0.014226007558658672,0.014226007558658672,0.014226007558658672,8529777.244650446,-0.02346509562215615
2024-11-16 01:00:00,0.018295592812024447,0.018295592812024447,0.018295592812024447,0.018295592812024447,97130012.4600264,0.2860665746581035
2024-11-17 01:00:00,0.022121322429299924,0.022121322429299924,0.022121322429299924,0.022121322429299924,152249726.9989361,0.2091066223752578
2024-11-18 01:00:00,0.020048123540365812,0.020048123540365812,0.020048123540365812,0.020048123540365812,49794452.646481395,-0.09371948243872341
2024-11-19 01:00:00,0.020591720479532994,0.020591720479532994,0.020591720479532994,0.020591720479532994,37044827.133077025,0.027114604420342747
2024-11-20 01:00:00,0.020179946310600095,0.020179946310600095,0.020179946310600095,0.020179946310600095,17920656.56562817,-0.019997074520420877
2024-11-21 01:00:00,0.019926349590602823,0.019926349590602823,0.019926349590602823,0.019926349590602823,19577821.563857988,-0.012566768815636675
2024-11-22 01:00:00,0.0202293225005257,0.0202293225005257,0.0202293225005257,0.0202293225005257,20351710.498516496,0.015204636882701239
2024-11-23 01:00:00,0.02228311370627202,0.02228311370627202,0.02228311370627202,0.02228311370627202,51730451.26976882,0.10152545670735869
2024-11-24 01:00:00,0.022788027179102076,0.022788027179102076,0.022788027179102076,0.022788027179102076,37804995.477824695,0.022659017922075142
2024-11-25 01:00:00,0.023795852150678712,0.023795852150678712,0.023795852150678712,0.023795852150678712,30354494.971737165,0.044226073791103326
2024-11-26 01:00:00,0.022474597246766547,0.022474597246766547,0.022474597246766547,0.022474597246766547,23336440.541329604,-0.05552458872015975
2024-11-27 01:00:00,0.02219884308400512,0.02219884308400512,0.02219884308400512,0.02219884308400512,18736852.584923703,-0.012269593075849183
2024-11-28 01:00:00,0.023355911723644998,0.023355911723644998,0.023355911723644998,0.023355911723644998,16255965.377861015,0.05212292529215534
2024-11-29 01:00:00,0.02325939538631936,0.02325939538631936,0.02325939538631936,0.02325939538631936,14248066.694666274,-0.004132415744144358
2024-11-30 01:00:00,0.02811413670475779,0.02811413670475779,0.02811413670475779,0.02811413670475779,51225295.63069001,0.20872173320953458
2024-12-01 01:00:00,0.02820274783374417,0.02820274783374417,0.02820274783374417,0.02820274783374417,68309914.90778019,0.0031518353174750935
2024-12-02 01:00:00,0.031138939908060954,0.031138939908060954,0.031138939908060954,0.031138939908060954,40088832.98026748,0.10411014173603572
2024-12-03 01:00:00,0.0338849362054556,0.0338849362054556,0.0338849362054556,0.0338849362054556,90339230.7262012,0.08818528522494073
2024-12-04 01:00:00,0.03492869029037375,0.03492869029037375,0.03492869029037375,0.03492869029037375,86320625.64010935,0.030802893609995996
2024-12-05 01:00:00,0.03206513358177403,0.03206513358177403,0.03206513358177403,0.03206513358177403,43047325.14399636,-0.08198293966346948
2024-12-06 01:00:00,0.032547964727235555,0.032547964727235555,0.032547964727235555,0.032547964727235555,40797110.17840234,0.015057824232360906
2024-12-07 01:00:00,0.03303196658705839,0.03303196658705839,0.03303196658705839,0.03303196658705839,30834820.2573004,0.014870418592343837
2024-12-08 01:00:00,0.032053627688228004,0.032053627688228004,0.032053627688228004,0.032053627688228004,25649165.04458693,-0.02961794285701691
