date,open,high,low,close,volume,daily_return
2024-10-17 02:00:00,0.02759143410081726,0.02759143410081726,0.02759143410081726,0.02759143410081726,6047208.024168747,
2024-10-18 02:00:00,0.027695615490953944,0.027695615490953944,0.027695615490953944,0.027695615490953944,6589818.141725565,0.0037758599192783127
2024-10-19 02:00:00,0.027784654032405365,0.027784654032405365,0.027784654032405365,0.027784654032405365,9800083.819130782,0.003214896649634147
2024-10-20 02:00:00,0.027758191733787217,0.027758191733787217,0.027758191733787217,0.027758191733787217,10345900.070436712,-0.000952406986507226
2024-10-21 02:00:00,0.027734041288147736,0.027734041288147736,0.027734041288147736,0.027734041288147736,10093115.89196258,-0.0008700294987186163
2024-10-22 02:00:00,0.027497078964853757,0.027497078964853757,0.027497078964853757,0.027497078964853757,8907622.149346827,-0.008544096434847548
2024-10-23 02:00:00,0.0275700225594216,0.0275700225594216,0.0275700225594216,0.0275700225594216,8937575.01656138,0.00265277612436865
2024-10-24 02:00:00,0.027543132877798127,0.027543132877798127,0.027543132877798127,0.027543132877798127,9221494.23263207,-0.0009753231636105975
2024-10-25 02:00:00,0.02770979886068663,0.02770979886068663,0.02770979886068663,0.02770979886068663,9862045.218737613,0.0060510902528030375
2024-10-26 02:00:00,0.027315204066937746,0.027315204066937746,0.027315204066937746,0.027315204066937746,9754131.60128332,-0.014240261928018416
2024-10-27 02:00:00,0.027229203753947807,0.027229203753947807,0.027229203753947807,0.027229203753947807,10539113.640631646,-0.0031484411677537016
2024-10-28 01:00:00,0.027365370337061774,0.027365370337061774,0.027365370337061774,0.027365370337061774,9573305.405177953,0.005000755231200138
2024-10-29 01:00:00,0.02766094750704942,0.02766094750704942,0.02766094750704942,0.02766094750704942,11711714.929113574,0.010801139043506325
2024-10-30 01:00:00,0.028111254596725407,0.028111254596725407,0.028111254596725407,0.028111254596725407,10193487.044731844,0.01627952511609454
2024-10-31 01:00:00,0.027884019207986305,0.027884019207986305,0.027884019207986305,0.027884019207986305,9174325.594730943,-0.00808343106698528
2024-11-01 01:00:00,0.027361776130964795,0.027361776130964795,0.027361776130964795,0.027361776130964795,10302748.26177956,-0.018729117675831075
2024-11-02 01:00:00,0.027075822037210064,0.027075822037210064,0.027075822037210064,0.027075822037210064,10522665.268863592,-0.010450860075239099
2024-11-03 01:00:00,0.026973859638968038,0.026973859638968038,0.026973859638968038,0.026973859638968038,8223183.51477823,-0.003765809883884641
2024-11-04 01:00:00,0.0268903200956201,0.0268903200956201,0.0268903200956201,0.0268903200956201,11547093.934841366,-0.00309705561110174
2024-11-05 01:00:00,0.026747875145303763,0.026747875145303763,0.026747875145303763,0.026747875145303763,9208604.115247663,-0.0052972575190557425
2024-11-06 01:00:00,0.026401975367236635,0.026401975367236635,0.026401975367236635,0.026401975367236635,11604010.825250123,-0.01293186005198843
2024-11-07 01:00:00,0.02809040823354992,0.02809040823354992,0.02809040823354992,0.02809040823354992,11544705.417681118,0.063951005287602
2024-11-08 01:00:00,0.028682481337356156,0.028682481337356156,0.028682481337356156,0.028682481337356156,9581765.851345202,0.021077411865417117
2024-11-09 01:00:00,0.029158861530138237,0.029158861530138237,0.029158861530138237,0.029158861530138237,10728846.974559633,0.016608751076276018
