date,price,volume,market_cap,daily_return
2024-10-17 02:00:00,0.9958911474046633,6473006.016185109,557847642.8986948,
2024-10-18 02:00:00,0.997066090678027,3984375.048203432,557984417.1502839,0.0011797908601012264
2024-10-19 02:00:00,1.0081973447219665,4575982.414971375,564625102.7741328,0.011164008231761224
2024-10-20 02:00:00,1.0134883293802246,3091357.271014278,567709754.8214438,0.005247965277787037
2024-10-21 02:00:00,1.0409435699103258,3715835.322703274,582895922.6018035,0.027089843794146917
2024-10-22 02:00:00,1.0156125307951367,4997704.647807979,568476741.7534817,-0.024334690032593476
2024-10-23 02:00:00,1.0090180564604336,4156103.2578604524,565050120.2698548,-0.006493100601604573
2024-10-24 02:00:00,0.9840589378768964,4910285.916966885,550931956.6861608,-0.024736047510479753
2024-10-25 02:00:00,0.9982171887707647,4938438.139017009,558459815.2699881,0.014387604592479786
2024-10-26 02:00:00,0.9517994093078965,5625365.99149849,532007962.5402967,-0.046500681399834876
2024-10-27 02:00:00,0.9794351998870847,4301665.74827592,549017392.258958,0.029035309655512043
2024-10-28 01:00:00,0.9813523584566034,3235018.7339518946,549537899.1117647,0.001957412363512878
2024-10-29 01:00:00,0.9978108244077327,6192209.890856139,558781804.157475,0.016771209453263047
2024-10-30 01:00:00,1.0169425436819153,11593911.557167577,657138555.8926542,0.019173693856787466
2024-10-31 01:00:00,1.023750267823805,6483604.336549408,661168750.0691165,0.0066943055772274995
2024-11-01 01:00:00,0.9789165024076987,5321188.326457625,632710147.6564552,-0.043793654395236414
2024-11-02 01:00:00,0.9960411662546244,6873909.725411968,643515093.7685039,0.017493487753865278
2024-11-03 01:00:00,0.9895442932532428,3023640.1917004655,639537585.5556883,-0.006522695267517475
2024-11-04 01:00:00,0.9802351918533639,5197155.355433665,633374891.020744,-0.009407463075022271
2024-11-05 01:00:00,0.9518590473995733,6270348.069749701,614839853.8263072,-0.028948302090785916
2024-11-06 01:00:00,0.9652310713353709,5874745.752600816,623778400.045122,0.014048323617167124
2024-11-07 01:00:00,1.040862022326533,13361448.65309754,672737813.9579728,0.07835528013673332
2024-11-08 01:00:00,1.0651652107138625,8005793.007911171,688124082.5656424,0.023349097061882373
2024-11-09 01:00:00,1.1055830407343064,9771860.61637844,714190641.5642543,0.037945127773518106
2024-11-10 01:00:00,1.1451049294768745,6883400.810005785,742120820.9637138,0.03574755336000668
2024-11-11 01:00:00,1.1615470850673142,12821338.780613583,750108725.3999859,0.01435864536706788
2024-11-12 01:00:00,1.2205884059888508,18595967.303888675,791122915.7330933,0.050829898917197136
2024-11-13 01:00:00,1.192768786785491,21466847.684873313,769311745.2672101,-0.022791973991283188
2024-11-14 01:00:00,1.177559912961219,16706236.25182627,761007856.3955417,-0.012750898575456415
2024-11-15 01:00:00,1.1637968890956876,16144984.446600588,750763498.4424008,-0.011687748295474476
2024-11-16 01:00:00,1.2140299342944856,12834465.610873198,783642569.1206367,0.043163068804755955
2024-11-17 01:00:00,1.255903920058993,13777749.15230873,810326389.4238454,0.03449172428259928
2024-11-18 01:00:00,1.222763705533272,11068200.237276532,789631520.2127105,-0.026387539680713945
2024-11-19 01:00:00,1.25567228543293,14197656.989500154,810423762.7031994,0.026913278297956866
2024-11-20 01:00:00,1.2418838620501385,10235728.069118176,802438090.6986384,-0.010980909225083102
2024-11-21 01:00:00,1.2263496663242386,13535488.81152053,791213974.1912224,-0.012508573628016717
2024-11-22 01:00:00,1.2941353142438283,17777151.372505024,835963812.5374967,0.0552743232872277
2024-11-23 01:00:00,1.324968857757155,17260667.371039007,856368788.5964174,0.023825594722560295
2024-11-24 01:00:00,1.3616452404690738,18652202.061240092,879253507.1534711,0.027680939440344998
2024-11-25 01:00:00,1.351947142426528,13079960.812755069,873629846.6659026,-0.007122338296577824
2024-11-26 01:00:00,1.3536006586024492,16758494.77840902,874658210.3694792,0.0012230627396818683
2024-11-27 01:00:00,1.3399279446814556,18966777.427061025,866065269.3479337,-0.01010099532243891
2024-11-28 01:00:00,1.4343131465837053,15232805.275503522,926775472.312336,0.07044050560844761
2024-11-29 01:00:00,1.4042718727540136,8927348.849551957,906851556.9958832,-0.020944710645123155
2024-11-30 01:00:00,1.4458736134597017,14282028.654566696,933405875.0614742,0.029625132791487152
2024-12-01 01:00:00,1.4731746292511783,14027126.654770661,950329233.8679272,0.018882020902332153
